8,0.0252,5.17,1693519200.6815739
28,0.0881,5.21,1693519216.1857188
32,0.1006,5.24,1693519231.689953
36,0.1132,5.24,1693519247.1941206
12,0.0377,5.21,1693519262.6972666
16,0.0503,5.19,1693519278.2015102
20,0.0629,5.26,1693519293.7046711
48,0.1509,5.21,1693519309.207852
12,0.0377,5.21,1693519324.712031
60,0.1887,5.19,1693519340.2152147
28,0.0881,5.24,1693519355.7184234
40,0.1258,5.24,1693519371.222643
16,0.0503,5.24,1693519386.7258646
20,0.0629,5.24,1693519402.2290087
20,0.0629,5.24,1693519417.7332284
8,0.0252,5.24,1693519433.235348
16,0.0503,5.21,1693519448.7396789
32,0.1006,5.26,1693519464.2438903
8,0.0252,5.21,1693519479.7460046
16,0.0503,5.21,1693519495.250342
28,0.0881,5.19,1693519510.7545087
12,0.0377,5.24,1693519526.257733
16,0.0503,5.29,1693519541.7609375
28,0.0881,5.29,1693519557.2651958
32,0.1006,5.24,1693519572.7683942
44,0.1384,5.24,1693519588.2726166
36,0.1132,5.21,1693519603.7768848
36,0.1132,5.24,1693519619.2800796
40,0.1258,5.24,1693519634.7843227
8,0.0252,5.24,1693519650.2874877
28,0.0881,5.24,1693519665.7917979
36,0.1132,5.26,1693519681.2960417
12,0.0377,5.24,1693519696.7992535
36,0.1132,5.24,1693519712.3025064
28,0.0881,5.24,1693519727.8067403
8,0.0252,5.24,1693519743.3088946
32,0.1006,5.24,1693519758.8131883
16,0.0503,5.21,1693519774.3174436
12,0.0377,5.24,1693519789.8206818
8,0.0252,5.26,1693519805.3228366
20,0.0629,5.26,1693519820.8281822
16,0.0503,5.24,1693519836.331383
36,0.1132,5.24,1693519851.8346422
32,0.1006,5.29,1693519867.3388927
32,0.1006,5.24,1693519882.84213
20,0.0629,5.26,1693519898.3453403
32,0.1006,5.24,1693519913.8495965
44,0.1384,5.24,1693519929.3528876
16,0.0503,5.29,1693519944.8561292
24,0.0755,5.26,1693519960.3603718
20,0.0629,5.24,1693519975.863646
28,0.0881,5.21,1693519991.3678787
28,0.0881,5.24,1693520006.8721297
40,0.1258,5.21,1693520022.3753994
12,0.0377,5.21,1693520037.879699
28,0.0881,5.24,1693520053.3839157
20,0.0629,5.24,1693520068.887152
16,0.0503,5.24,1693520084.3914251
16,0.0503,5.24,1693520099.8946872
16,0.0503,5.19,1693520115.397932
44,0.1384,5.21,1693520130.902185
32,0.1006,5.21,1693520146.4054377
28,0.0881,5.19,1693520161.908688
36,0.1132,5.24,1693520177.412953
32,0.1006,5.29,1693520192.91621
32,0.1006,5.24,1693520208.4194462
36,0.1132,5.24,1693520223.9237223
32,0.1006,5.26,1693520239.4269814
32,0.1006,5.21,1693520254.9302146
28,0.0881,5.19,1693520270.434471
16,0.0503,5.21,1693520285.9377308
24,0.0755,5.29,1693520301.440999
24,0.0755,5.24,1693520316.9452596
8,0.0252,5.26,1693520332.4474242
32,0.1006,5.26,1693520347.9517357
20,0.0629,5.21,1693520363.4560454
24,0.0755,5.21,1693520378.959288
12,0.0377,5.21,1693520394.463562
20,0.0629,5.21,1693520409.9678383
24,0.0755,5.19,1693520425.4711099
20,0.0629,5.26,1693520440.9753776
24,0.0755,5.17,1693520456.4797177
28,0.0881,5.24,1693520471.982902
32,0.1006,5.21,1693520487.487179
36,0.1132,5.21,1693520502.9904442
20,0.0629,5.24,1693520518.4936793
32,0.1006,5.19,1693520533.9979796
44,0.1384,5.21,1693520549.5012305
16,0.0503,5.26,1693520565.0044727
32,0.1006,5.21,1693520580.5087495
20,0.0629,5.21,1693520596.0120068
28,0.0881,5.21,1693520611.5152724
32,0.1006,5.21,1693520627.0195355
44,0.1384,5.26,1693520642.522805
12,0.0377,5.26,1693520658.0260637
20,0.0629,5.24,1693520673.530324
24,0.0755,5.24,1693520689.033577
12,0.0377,5.19,1693520704.5367444
20,0.0629,5.29,1693520720.0411174
24,0.0755,5.26,1693520735.5443926
24,0.0755,5.21,1693520751.0476816
28,0.0881,5.17,1693520766.5520444
24,0.0755,5.21,1693520782.0555794
32,0.1006,5.26,1693520797.5601065
32,0.1006,5.24,1693520813.0646408
32,0.1006,5.24,1693520828.5681481
20,0.0629,5.24,1693520844.0726423
36,0.1132,5.24,1693520859.5771768
20,0.0629,5.26,1693520875.0806792
28,0.0881,5.26,1693520890.5851657
8,0.0252,5.21,1693520906.0875754
28,0.0881,5.24,1693520921.5921144
20,0.0629,5.21,1693520937.0965886
32,0.1006,5.24,1693520952.6000328
8,0.0252,5.21,1693520968.1024141
28,0.0881,5.21,1693520983.6079454
4,0.0126,5.21,1693520999.1102974
20,0.0629,5.24,1693521014.6148407
12,0.0377,5.31,1693521030.1192863
28,0.0881,5.24,1693521045.6227202
16,0.0503,5.29,1693521061.1260934
28,0.0881,5.24,1693521076.630574
16,0.0503,5.24,1693521092.133999
16,0.0503,5.17,1693521107.6374316
20,0.0629,5.29,1693521123.1418543
24,0.0755,5.21,1693521138.6452484
36,0.1132,5.21,1693521154.14865
20,0.0629,5.24,1693521169.6530805
52,0.1635,5.21,1693521185.156482
12,0.0377,5.24,1693521200.6609135
28,0.0881,5.24,1693521216.1653004
36,0.1132,5.24,1693521231.6686952
20,0.0629,5.24,1693521247.173097
24,0.0755,5.21,1693521262.6774993
36,0.1132,5.21,1693521278.1809683
32,0.1006,5.31,1693521293.6852696
44,0.1384,5.19,1693521309.1886559
12,0.0377,5.17,1693521324.692015
20,0.0629,5.24,1693521340.196402
36,0.1132,5.24,1693521355.6997678
28,0.0881,5.24,1693521371.2031353
20,0.0629,5.19,1693521386.7075348
12,0.0377,5.24,1693521402.2108698
44,0.1384,5.19,1693521417.7142448
32,0.1006,5.19,1693521433.21862
36,0.1132,5.21,1693521448.7219887
44,0.1384,5.29,1693521464.2253318
12,0.0377,5.24,1693521479.729712
24,0.0755,5.24,1693521495.2330675
24,0.0755,5.24,1693521510.7364209
28,0.0881,5.21,1693521526.2407775
16,0.0503,5.24,1693521541.7441084
28,0.0881,5.24,1693521557.2474349
16,0.0503,5.24,1693521572.751802
24,0.0755,5.19,1693521588.2551746
20,0.0629,5.21,1693521603.7595005
20,0.0629,5.24,1693521619.2638874
8,0.0252,5.24,1693521634.7661278
16,0.0503,5.24,1693521650.2715483
40,0.1258,5.24,1693521665.775941
16,0.0503,5.21,1693521681.2792492
24,0.0755,5.19,1693521696.7836022
12,0.0377,5.24,1693521712.2869864
40,0.1258,5.24,1693521727.790248
32,0.1006,5.24,1693521743.294593
24,0.0755,5.19,1693521758.7979386
28,0.0881,5.24,1693521774.3012764
16,0.0503,5.24,1693521789.8056061
16,0.0503,5.21,1693521805.3089187
20,0.0629,5.26,1693521820.8122506
12,0.0377,5.21,1693521836.3166196
24,0.0755,5.19,1693521851.8199215
40,0.1258,5.24,1693521867.3232305
8,0.0252,5.24,1693521882.8265011
20,0.0629,5.19,1693521898.3309007
28,0.0881,5.19,1693521913.8342059
28,0.0881,5.26,1693521929.338541
24,0.0755,5.21,1693521944.8418772
16,0.0503,5.24,1693521960.345191
40,0.1258,5.24,1693521975.8495038
36,0.1132,5.31,1693521991.3528233
28,0.0881,5.19,1693522006.8571768
28,0.0881,5.26,1693522022.3615053
28,0.0881,5.24,1693522037.864872
16,0.0503,5.19,1693522053.3691494
56,0.1761,5.21,1693522068.873467
32,0.1006,5.21,1693522084.3767934
32,0.1006,5.29,1693522099.8810997
40,0.1258,5.19,1693522115.384417
24,0.0755,5.26,1693522130.8877568
20,0.0629,5.26,1693522146.3921025
20,0.0629,5.24,1693522161.8953786
28,0.0881,5.21,1693522177.398678
16,0.0503,5.21,1693522192.903026
28,0.0881,5.19,1693522208.4063356
48,0.1509,5.21,1693522223.9096208
28,0.0881,5.24,1693522239.4139516
12,0.0377,5.24,1693522254.9173024
12,0.0377,5.24,1693522270.420563
16,0.0503,5.24,1693522285.924887
32,0.1006,5.21,1693522301.4281898
24,0.0755,5.24,1693522316.9314985
28,0.0881,5.21,1693522332.4358103
24,0.0755,5.26,1693522347.9391158
8,0.0252,5.24,1693522363.4413593
16,0.0503,5.24,1693522378.946761
20,0.0629,5.19,1693522394.4500542
8,0.0252,5.24,1693522409.953308
40,0.1258,5.26,1693522425.4587219
24,0.0755,5.19,1693522440.962003
24,0.0755,5.24,1693522456.466317
24,0.0755,5.21,1693522471.970669
44,0.1384,5.29,1693522487.4739666
24,0.0755,5.19,1693522502.978283
36,0.1132,5.21,1693522518.481583
12,0.0377,5.24,1693522533.9848883
24,0.0755,5.21,1693522549.4891899
12,0.0377,5.21,1693522564.9925387
28,0.0881,5.21,1693522580.4958336
36,0.1132,5.21,1693522596.0001168
16,0.0503,5.24,1693522611.5033994
8,0.0252,5.24,1693522627.0056381
44,0.1384,5.21,1693522642.511043
24,0.0755,5.21,1693522658.014348
40,0.1258,5.24,1693522673.5176265
24,0.0755,5.26,1693522689.0219727
24,0.0755,5.26,1693522704.5252588
20,0.0629,5.19,1693522720.0285425
8,0.0252,5.29,1693522735.5317895
28,0.0881,5.24,1693522751.0361845
24,0.0755,5.24,1693522766.5394578
20,0.0629,5.21,1693522782.0437753
24,0.0755,5.24,1693522797.5471215
16,0.0503,5.29,1693522813.0513866
